coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62,label
0.0,0.0,0.0,0.24297051,-0.13759497,0.09040533,0.35034284,-0.33237866,0.068370044,0.48802477,-0.46484053,-0.0049496433,0.51046604,-0.60590345,-0.07555555,-0.051998124,-0.6447489,0.06277302,0.12806246,-0.9495445,-0.060205843,0.3618459,-0.87709737,-0.15165652,0.47154173,-0.7242691,-0.1896516,-0.11908738,-0.6240141,-0.059137806,0.12491365,-0.9786409,-0.16327468,0.3946405,-0.87509406,-0.21614139,0.48942053,-0.71116936,-0.23053573,-0.12259005,-0.57514405,-0.18538816,0.10731843,-0.9383289,-0.27801907,0.36030406,-0.820338,-0.25592193,0.43688956,-0.65637934,-0.2158482,-0.05472843,-0.49304152,-0.30807537,0.15311472,-0.78470093,-0.3744072,0.34622952,-0.7283251,-0.3365158,0.4229317,-0.6010677,-0.28956893,0
0.0,0.0,0.0,0.23221524,-0.13382116,0.0895688,0.3400181,-0.32878608,0.06258094,0.4706421,-0.45751536,-0.014451405,0.4936063,-0.5990557,-0.08819439,-0.074954,-0.65072775,0.056940835,0.12048665,-0.9460651,-0.068727024,0.35786745,-0.8714581,-0.16080806,0.46639746,-0.719244,-0.199159,-0.1400821,-0.63053,-0.06788087,0.118277304,-0.97797215,-0.17199105,0.39337215,-0.86459804,-0.21953066,0.48667553,-0.70162475,-0.23056383,-0.13903083,-0.58364683,-0.19781554,0.11577294,-0.9386146,-0.29534724,0.37417376,-0.8140989,-0.27383643,0.45091364,-0.6529672,-0.23438954,-0.063017465,-0.502836,-0.32360017,0.1632567,-0.7776763,-0.38919708,0.3515445,-0.70168793,-0.3484017,0.41626814,-0.5634178,-0.30081132,0
0.0,0.0,0.0,0.25249848,-0.14254324,0.075705536,0.36560485,-0.3368411,0.0510578,0.5002408,-0.46873152,-0.019739129,0.5242003,-0.61498415,-0.087316595,-0.04937664,-0.64547545,0.03984352,0.14344358,-0.94211924,-0.083597064,0.37755534,-0.8744632,-0.17270087,0.48735,-0.7277294,-0.20900172,-0.111612976,-0.6221788,-0.070535466,0.14404838,-0.97416914,-0.17390952,0.40917075,-0.87640107,-0.22676308,0.5033197,-0.7173427,-0.24246193,-0.10824533,-0.5699516,-0.18476403,0.13150296,-0.9267985,-0.28041536,0.38199577,-0.8101592,-0.2658336,0.45837066,-0.64662075,-0.23040722,-0.03784238,-0.488321,-0.29527315,0.16949885,-0.7765289,-0.36405528,0.3572367,-0.72467047,-0.33340636,0.43587497,-0.6014774,-0.29172856,0
0.0,0.0,0.0,0.2501725,-0.14558865,0.07559254,0.35346848,-0.33595246,0.050681528,0.4796715,-0.45852673,-0.02050991,0.52467823,-0.59806323,-0.08842774,-0.057308678,-0.64977926,0.035411287,0.13806932,-0.94325966,-0.0925324,0.37495643,-0.8678614,-0.1884642,0.484009,-0.722464,-0.2306968,-0.11707917,-0.6262801,-0.07530733,0.142964,-0.97283995,-0.1820543,0.40659025,-0.8731239,-0.24162747,0.496446,-0.71664566,-0.26342982,-0.10591135,-0.57429427,-0.18943325,0.1331538,-0.9253069,-0.28585702,0.38216668,-0.8068337,-0.27519986,0.45243144,-0.6455405,-0.24300863,-0.029660167,-0.49522594,-0.2997346,0.17827971,-0.77745813,-0.36489266,0.36397684,-0.72117966,-0.3328105,0.43644875,-0.5962048,-0.29126725,0
0.0,0.0,0.0,0.17860273,-0.17335708,0.10604944,0.2584513,-0.413651,0.11548385,0.35189778,-0.584026,0.07195576,0.36002684,-0.73325515,0.02943743,-0.100508355,-0.6305704,0.15930389,-0.04278333,-0.91788477,0.07166428,0.18200333,-0.9221868,-0.015656488,0.35375184,-0.8566503,-0.06526901,-0.17871284,-0.6167145,0.032072127,-0.101670265,-0.96314317,-0.071907826,0.18662271,-0.97050375,-0.15262492,0.36929005,-0.884097,-0.18750533,-0.22892293,-0.58234984,-0.10216515,-0.1339597,-0.9255871,-0.19971047,0.14632599,-0.92067873,-0.22032404,0.31329283,-0.8330083,-0.21090698,-0.21622449,-0.5209992,-0.23271374,-0.07923537,-0.7935097,-0.3086413,0.14137542,-0.81244373,-0.30754972,0.292026,-0.75636286,-0.28945416,0
0.0,0.0,0.0,0.21737717,-0.2669655,0.21766967,0.29433113,-0.48666158,0.27010256,0.41038677,-0.6438717,0.24650191,0.46421364,-0.7622509,0.22299026,-0.20814174,-0.71050626,0.32749236,0.039288193,-0.94215363,0.29993933,0.26720425,-0.92399406,0.23732258,0.42439768,-0.8491246,0.19405839,-0.25112003,-0.70527154,0.15639354,0.06361739,-0.98761755,0.11744869,0.3129412,-0.94801354,0.057776988,0.45946708,-0.8443985,0.02462892,-0.22608481,-0.680545,-0.015726682,0.08006263,-0.9660738,-0.041261297,0.32970735,-0.920087,-0.035596695,0.461981,-0.8208323,-0.02579383,-0.13318098,-0.63047975,-0.17874172,0.14078683,-0.8482474,-0.17581783,0.32618782,-0.8318118,-0.13673866,0.43622068,-0.7649144,-0.106819265,0
0.0,0.0,0.0,0.2210916,-0.27561495,0.24915442,0.28871837,-0.49320328,0.31813937,0.4017706,-0.63411784,0.30512786,0.45848086,-0.7633066,0.29079542,-0.17324984,-0.7085779,0.38985205,0.05609255,-0.9181654,0.38105235,0.2579303,-0.9118543,0.31936455,0.40062502,-0.8447135,0.2744306,-0.21116824,-0.6934398,0.20628285,0.06201795,-0.97309756,0.18905379,0.29211134,-0.9349049,0.123940706,0.43810278,-0.8282235,0.08766541,-0.18720487,-0.6705789,0.023562826,0.07298198,-0.9464922,0.026324071,0.30781293,-0.9001309,0.029606482,0.43340173,-0.811392,0.034111053,-0.095162354,-0.6273419,-0.1482181,0.13799469,-0.8345289,-0.124069996,0.30963996,-0.8210531,-0.08308059,0.41434553,-0.76743877,-0.05404689,0
0.0,0.0,0.0,0.23329712,-0.25843444,0.22351243,0.30664027,-0.4746951,0.27924636,0.4274197,-0.62329847,0.2591246,0.47739145,-0.74950355,0.23873828,-0.2068594,-0.704988,0.33834955,0.061148737,-0.9325288,0.32078806,0.28563985,-0.9178449,0.25887316,0.43173316,-0.8425119,0.21696204,-0.24175788,-0.69781643,0.1708277,0.08426504,-0.9845462,0.15351927,0.33187237,-0.9380095,0.09481532,0.47078848,-0.82375616,0.059831668,-0.20705375,-0.6741909,0.0044488744,0.10470765,-0.96628255,0.004848123,0.3553029,-0.91309077,0.010045155,0.4793047,-0.8103654,0.013866229,-0.09992983,-0.62543726,-0.15188643,0.17271751,-0.8466397,-0.12963751,0.35239047,-0.82567984,-0.08646335,0.45138347,-0.7572273,-0.05683651,0
0.0,0.0,0.0,0.20318335,-0.2952698,0.2789594,0.2610158,-0.49858072,0.3660757,0.35893846,-0.6418946,0.3662895,0.392871,-0.7661038,0.36503038,-0.22651295,-0.6805896,0.42518604,-0.0038108262,-0.90483916,0.4257364,0.21474971,-0.9064964,0.36131227,0.36413184,-0.8423395,0.31352562,-0.25941074,-0.6681175,0.23521766,0.019796124,-0.9512749,0.22595295,0.259807,-0.9279605,0.1544673,0.40671682,-0.8190564,0.11041965,-0.22467683,-0.6475008,0.048396926,0.03231569,-0.9301227,0.06538544,0.2703825,-0.9031915,0.06940191,0.40028995,-0.80944204,0.0710803,-0.11519066,-0.6172174,-0.12589556,0.114885196,-0.8311115,-0.08238298,0.28259152,-0.83029515,-0.033917606,0.387274,-0.7740228,-0.00249604,0
0.0,0.0,0.0,0.2240289,-0.2791359,0.22705695,0.29782975,-0.4876434,0.28624648,0.40368673,-0.6366481,0.268536,0.4608766,-0.7600443,0.25078565,-0.21047895,-0.7026626,0.33359134,0.04412702,-0.94099975,0.3031003,0.2717676,-0.92627263,0.23427382,0.42594266,-0.84984815,0.18883474,-0.2473434,-0.6948299,0.16245218,0.07979094,-0.981493,0.123495735,0.32787034,-0.94297075,0.057507746,0.4693835,-0.82934165,0.021177096,-0.21358192,-0.6697038,-0.008036262,0.09550656,-0.95747036,-0.025427694,0.3408438,-0.9116991,-0.021945639,0.46674785,-0.80659395,-0.013647646,-0.108152546,-0.6238662,-0.16865672,0.15190528,-0.84428865,-0.15622771,0.33013952,-0.8329016,-0.115239255,0.4351442,-0.76688063,-0.08385403,0
0.0,0.0,0.0,0.23461501,-0.22932073,0.30207396,0.32441074,-0.4217823,0.38265646,0.4428179,-0.5369989,0.37476128,0.49412987,-0.6473525,0.3653974,-0.10884685,-0.69452596,0.34239012,0.12027967,-0.9378452,0.31975543,0.32331288,-0.90306926,0.2827274,0.44039115,-0.78202164,0.26920542,-0.13590822,-0.67388064,0.13533053,0.13479723,-0.97049874,0.11358993,0.3637689,-0.90078866,0.105939075,0.46663025,-0.7652407,0.120414175,-0.09338008,-0.6390244,-0.064982295,0.17329086,-0.93717813,-0.06884623,0.39332852,-0.85489553,0.0054187817,0.47225678,-0.73434085,0.06976714,0.014822608,-0.5896688,-0.24988209,0.2551383,-0.80243766,-0.22350182,0.39939174,-0.74557376,-0.1379272,0.45926705,-0.6449105,-0.06710996,0
0.0,0.0,0.0,0.23410001,-0.21728922,0.25497305,0.32086492,-0.41394615,0.31566456,0.44204235,-0.53604674,0.29599044,0.48227823,-0.6434626,0.27798313,-0.13019368,-0.6963941,0.29036102,0.09748959,-0.9622398,0.2541462,0.30629945,-0.92554295,0.21084313,0.42101032,-0.8061585,0.19544007,-0.16068651,-0.6800225,0.10378857,0.12805268,-0.9867248,0.080282174,0.3603313,-0.91700345,0.07113401,0.4552168,-0.7823767,0.082643665,-0.11650753,-0.64136475,-0.07873903,0.1767568,-0.93296695,-0.08905814,0.40066877,-0.8433149,-0.023282927,0.47267404,-0.715463,0.035765406,-0.0049297917,-0.58119273,-0.24945919,0.2520821,-0.7979344,-0.23015171,0.4092691,-0.7448758,-0.15025651,0.4711169,-0.64501077,-0.08292453,0
0.0,0.0,0.0,0.21397234,-0.164937,0.08548771,0.32460898,-0.3826221,0.07292571,0.456669,-0.5269387,0.0186744,0.50717044,-0.64170223,-0.02765901,-0.15654491,-0.688612,0.085412584,0.09039914,-0.9497675,-0.011013066,0.3201096,-0.8878312,-0.090583645,0.4353519,-0.7495446,-0.12751722,-0.22398612,-0.6833722,-0.022100272,0.08436963,-0.99184006,-0.095577545,0.34330636,-0.9099832,-0.13359033,0.44313675,-0.7644923,-0.1450543,-0.21689788,-0.6429464,-0.13419068,0.08090005,-0.9691647,-0.19873145,0.33034235,-0.88175493,-0.17455377,0.42250314,-0.7475291,-0.1429101,-0.13343905,-0.56310475,-0.24410303,0.13206579,-0.7956151,-0.29524225,0.31481436,-0.7460048,-0.26277235,0.39014158,-0.6455577,-0.22434904,0
0.0,0.0,0.0,0.2383484,-0.22484155,0.24652159,0.323004,-0.42615893,0.30129415,0.43949243,-0.5485525,0.2768829,0.46125835,-0.66767776,0.25252932,-0.14113618,-0.6976072,0.2809024,0.08715865,-0.95693463,0.24059217,0.3000679,-0.9178732,0.19862615,0.41159102,-0.79176885,0.18501726,-0.17760682,-0.6798106,0.094987586,0.120744035,-0.99095136,0.058619745,0.36445478,-0.9123849,0.04638505,0.4571567,-0.76619256,0.06030005,-0.13897021,-0.63840336,-0.08753181,0.15435468,-0.94262314,-0.11345961,0.39207548,-0.8573123,-0.049799852,0.46524304,-0.72922975,0.012504401,-0.037123203,-0.5725159,-0.2576471,0.21925351,-0.8037833,-0.25888354,0.38310847,-0.7669309,-0.18737197,0.44476488,-0.6795149,-0.12203054,0
0.0,0.0,0.0,0.2352949,-0.18188241,0.13653696,0.32798693,-0.3938283,0.1446602,0.4487592,-0.5305387,0.09837561,0.48439002,-0.6404855,0.057613928,-0.15608412,-0.678986,0.13209203,0.09703926,-0.9545878,0.041730985,0.32994267,-0.90003026,-0.031356655,0.4575208,-0.7616318,-0.06032826,-0.21190444,-0.6635528,-0.0006855325,0.10891945,-0.99162877,-0.06934666,0.36940378,-0.9142132,-0.095887944,0.4739068,-0.76784,-0.09403964,-0.18702953,-0.6190911,-0.1353573,0.12916568,-0.95649445,-0.18579988,0.3791526,-0.8691383,-0.1394214,0.46316144,-0.7320764,-0.090278454,-0.086235106,-0.5457875,-0.26564297,0.18709157,-0.79298085,-0.2915907,0.36068594,-0.7461234,-0.23569536,0.42639878,-0.64413834,-0.1808401,0
0.0,0.0,0.0,0.09992813,-0.14826562,0.035573956,0.2584277,-0.3222974,0.011883499,0.44166175,-0.40185362,-0.03239254,0.62300336,-0.42418295,-0.07792211,0.24616775,-0.6089497,-0.013002296,0.5974964,-0.54520005,-0.08651578,0.7656501,-0.4231149,-0.14282455,0.8888611,-0.32592434,-0.17830779,0.2433608,-0.62503505,-0.07632918,0.6535659,-0.56687737,-0.1342375,0.81529415,-0.43107304,-0.15591921,0.93170214,-0.3232357,-0.16567996,0.262576,-0.5757893,-0.14071414,0.6626977,-0.51836556,-0.20196283,0.82090306,-0.4006661,-0.20760998,0.9239025,-0.3045901,-0.19909552,0.2987891,-0.47952205,-0.20323044,0.59228987,-0.45127377,-0.23847084,0.73478806,-0.37525296,-0.22657025,0.836234,-0.30163088,-0.20758684,0
0.0,0.0,0.0,0.17850164,-0.18906365,0.015863411,0.30369735,-0.41226703,-0.021867972,0.44580033,-0.57595706,-0.087898456,0.46596274,-0.7499441,-0.1460806,-0.1709343,-0.6562648,0.06364233,-0.021715209,-0.91624725,-0.028016167,0.19947284,-0.91529727,-0.11289385,0.3506109,-0.8360834,-0.15869741,-0.24862733,-0.64525145,-0.004940349,-0.037919484,-0.9843222,-0.10979604,0.21670921,-0.9574836,-0.19042695,0.36861858,-0.84384096,-0.22548361,-0.2708539,-0.62200016,-0.0825036,-0.09122307,-0.9555798,-0.1572422,0.1723195,-0.94407547,-0.18290477,0.3289961,-0.847375,-0.18393372,-0.23060541,-0.56237406,-0.16332346,-0.056414545,-0.82183224,-0.21428432,0.13734047,-0.8424166,-0.21791124,0.2682126,-0.7889002,-0.20864943,0
0.0,0.0,0.0,0.23338088,-0.1968987,0.03374223,0.3612999,-0.422696,0.019567812,0.49122986,-0.5786049,-0.026997682,0.5103426,-0.7497467,-0.07147713,0.0076945596,-0.6350963,0.07428384,0.11683804,-0.8865791,-0.015244412,0.31194156,-0.87494344,-0.09146172,0.45559567,-0.8013728,-0.1330757,-0.07911891,-0.63745296,-0.0046092253,0.057798807,-0.9606158,-0.12430986,0.2939535,-0.9271291,-0.2129003,0.44694585,-0.7991898,-0.25175905,-0.14134523,-0.6221387,-0.09207119,-0.036655623,-0.973491,-0.19066983,0.2036764,-0.94933796,-0.23931825,0.36711285,-0.8365766,-0.25126338,-0.17251463,-0.5741156,-0.1795086,-0.038133204,-0.82611805,-0.24684739,0.14717688,-0.84047836,-0.26928353,0.28928596,-0.77330685,-0.27324533,0
0.0,0.0,0.0,0.21532306,-0.20362796,0.110861,0.3037459,-0.41563103,0.10890294,0.4092284,-0.5694102,0.063570425,0.4745245,-0.70533603,0.021478765,-0.23289946,-0.64846456,0.108849004,0.019241044,-0.90514076,0.03856027,0.2443861,-0.8974747,-0.03528455,0.40632436,-0.8257041,-0.07756118,-0.29337534,-0.6355517,-0.0024228008,0.014298458,-0.97591084,-0.07222344,0.27468452,-0.95280975,-0.12817702,0.43254656,-0.8390329,-0.1542299,-0.2667993,-0.6061809,-0.11167966,-0.011738988,-0.96545875,-0.1653054,0.24946356,-0.95381486,-0.16734748,0.3970109,-0.86058927,-0.15693168,-0.1649202,-0.5587344,-0.21461886,0.040001057,-0.8414279,-0.24452808,0.22644828,-0.8678819,-0.22179528,0.34769553,-0.8289951,-0.19703381,0
0.0,0.0,0.0,0.18957423,-0.2144736,0.107929304,0.27828532,-0.42159104,0.10493106,0.39232114,-0.572908,0.05849406,0.45412868,-0.7095979,0.015945882,-0.24758145,-0.63190585,0.12298518,-0.017475078,-0.89607525,0.053913977,0.20139685,-0.9057239,-0.01678745,0.3676909,-0.84362805,-0.05467908,-0.29592118,-0.62529737,0.010496472,-0.010322731,-0.97960186,-0.06756601,0.2399756,-0.9624124,-0.12717743,0.39460474,-0.8519017,-0.1485278,-0.26789087,-0.6038699,-0.100597315,-0.017582454,-0.93101394,-0.1516009,0.23054567,-0.9217473,-0.15014687,0.36923447,-0.8309846,-0.13325214,-0.1636809,-0.5579285,-0.20699617,0.020625217,-0.8283147,-0.2290307,0.19896339,-0.8615877,-0.20030536,0.31910974,-0.8271404,-0.16858432,0
0.0,0.0,0.0,0.2336522,0.019621553,0.051301576,0.46276012,0.1481699,0.027298981,0.59862804,0.30484095,-0.014202515,0.68215054,0.42335403,-0.05139488,0.5907877,0.13500394,-0.04740359,0.77163833,0.42239642,-0.12135314,0.74675685,0.6024225,-0.15577707,0.6861425,0.7085111,-0.16498606,0.5406682,0.16769035,-0.1077752,0.7144639,0.5260143,-0.15407969,0.6763722,0.68497396,-0.14783923,0.63098544,0.7605736,-0.13780831,0.45897335,0.20835063,-0.1646703,0.6177257,0.5466118,-0.18203168,0.60308474,0.6942124,-0.14170574,0.5710573,0.77289826,-0.11383502,0.3419015,0.26226667,-0.22053503,0.46318346,0.49440008,-0.21026196,0.4915154,0.62243426,-0.16793877,0.49408266,0.7047763,-0.13568811,0
0.0,0.0,0.0,0.20709038,0.09772853,0.0631916,0.40339038,0.28219146,0.042007014,0.49562946,0.48353633,0.00032172148,0.5434325,0.6399441,-0.0361058,0.57591873,0.18374376,-0.0021492133,0.7565216,0.4339129,-0.06053598,0.73944676,0.6074769,-0.09505554,0.6869545,0.71363413,-0.10829448,0.5481973,0.1908987,-0.0674657,0.7204974,0.5406768,-0.10427285,0.6850607,0.6948882,-0.10943072,0.6342985,0.7653029,-0.109438665,0.48542425,0.21508378,-0.12877621,0.63720065,0.55197924,-0.13285615,0.6205076,0.69647646,-0.098175764,0.5825534,0.7706607,-0.077311434,0.38338575,0.25899768,-0.18872073,0.49072248,0.49360627,-0.15825208,0.5193892,0.6272081,-0.1106092,0.5237091,0.71234167,-0.079201296,0
